PDB	HS	Eelec	Evdw	BSA	Edesolv
1gx1_1	-140.7237	-263.98	-77.6398	2013.76	-10.2879
3b6n_1	-128.8454414	-337.533	-59.4742	1982.78	-1.94958
2uzh_1	-95.5407579	-93.61	-70.0746	1928.32	-6.76342
3f0e_2	-174.542686	-434.038	-83.5595	2285.69	-4.17987
3ghz_1	-131.0476384	-214.453	-87.857	2092.87	-0.30949
2pmp_1	-188.584	-390.013	-79.639	2268.93	-30.9424
1t0a_3	-128.34705	-228.912	-86.4526	2122.66	3.88795
1vha_5	-167.0425843	-320.623	-81.4361	2140.14	-21.5134
1iv2_5	-161.394	-367.034	-68.217	1974.49	-19.7702
1bv9_1	-257.55	-289.178	-165.429	3760.28	-34.2854
2hbe_1	-144.1305	-143.698	-85.7478	1766.35	-29.6431
3fq9_3	-103.9825	-82.177	-54.7334	1260.21	-32.8137
2r34_1	-112.61	-108.144	-66.7476	1504.97	-24.2336
3fq9_1	-119.32506	-67.3338	-79.8283	1765.32	-26.03
3kq6_1	-118.7098	-144.321	-68.6018	1594.3	-21.2438
3inc_2	-112.2926	-125.747	-70.5843	1651.7	-16.5589
1ben_1	-102.89892	-52.1471	-68.0582	1611.46	-24.4113
1trz_1	-111.5414	-120.693	-63.6905	1614.54	-23.7123
2vjz_1	-128.1054	-188.907	-71.0912	1637.78	-19.2328
4xc4_1	-135.0986	-141.456	-76.8313	1784.41	-29.9761
3zu1_2	-86.19864	-91.1177	-47.2984	1191.16	-20.6767
4f8f_1	-142.9581	-171.46	-80.8483	1885.27	-27.8178
1q4v_1	-113.3633	-100.373	-66.3907	1544.24	-26.898
2c8r_1	-126.0202	-124.562	-79.3188	1541.61	-21.789
2c8q_1	-118.5177	-130.832	-71.1457	1478.33	-21.2056
1zeh_2	-92.1047	-137.191	-50.1036	1346.96	-14.5629
1zeg_2	-95.2206	-131.645	-52.1279	1328.34	-16.7637
3tt8_1	-128.4699	-149.3	-75.9639	1856.17	-22.646
4fg3_2	-112.1675	-114.642	-66.4098	1764.23	-22.8293
3ir0_10	-107.35926	-62.0783	-68.7806	1590.87	-26.163
4f0n_1	-135.0574	-151.335	-77.0017	1802.48	-27.7887
4f0o_1	-131.1869	-108.853	-82.387	1857.68	-27.0293
2wru_1	-69.7886	-101.875	-38.1446	1097.7	-11.269
2wrx_1	-69.85061	-100.251	-41.3979	1046.51	-8.40251
2wrv_1	-74.49646	-92.5953	-44.3393	1086.1	-11.6381
3u4n_1	-115.18687	-187.766	-70.2434	1508.73	-7.39027
4iyd_1	-103.56186	-54.6833	-71.6109	1411.74	-21.0143
4iyf_1	-97.38696	-72.3643	-66.3412	1412.83	-16.5729
1ev3_2	-90.8668	-113.357	-49.9197	1254.4	-18.2757
1ev6_4	-85.7021	-128.539	-47.9577	1326.03	-12.0366
1evr_4	-80.7547	-103.008	-46.8718	1325.43	-13.2813
1guj_2	-95.34122	-63.5641	-59.2091	1398.14	-23.4193
3i3z_1	-121.233	-125.693	-80.8672	1574.73	-15.2272
1tyl_1	-126.8854	-134.841	-71.8895	1655.72	-28.0277
1tym_1	-131.0787	-159.868	-72.9744	1640.64	-26.1307
3v19_1	-122.5456	-116.337	-72.6045	1625.79	-26.6737
4gbk_1	-128.0654	-172.046	-72.6021	1671.53	-21.0541
4gbn_1	-126.9181	-141.677	-73.6698	1656.56	-24.9129
4gbc_1	-126.2137	-158.022	-72.7386	1720.2	-21.8707
3w80_3	-103.00838	-99.0784	-65.0885	1639.31	-18.1042
1w8p_3	-85.2094	-124.317	-45.5226	1380.41	-14.8234
1xw7_1	-88.4131	-100.996	-53.4481	1376.51	-14.7658
4f4v_1	-138.9534	-157.161	-82.0804	1930.79	-25.4408
4f4t_1	-140.1677	-171.88	-76.7438	1840.47	-29.0479
3q6e_1	-110.88082	-92.0516	-68.3801	1580.8	-24.0904
1lph_1	-119.3277	-116.716	-74.1004	1700.16	-21.8841
3e7z_2	-120.7073	-141.276	-79.9391	1737.72	-12.513
3e7y_2	-123.9103	-165.312	-72.9911	1788.72	-17.8568
1os4_3	-130.0506	-104.161	-77.91	1757.05	-31.3084
1os3_2	-115.3428	-80.682	-74.3314	1710.07	-24.875
2ws1_1	-70.48502	-61.9921	-44.4912	1074.31	-13.5954
2ws6_4	-77.70252	-72.4681	-43.1466	1132.33	-20.0623
2ws4_1	-86.09576	-33.8363	-52.2807	1216.99	-27.0478
4f51_1	-133.4724	-143.906	-81.8268	1900.14	-22.8644
1qj0_1	-121.4387	-117.331	-71.395	1576.73	-26.5775
1g7a_2	-117.1205	-133.756	-70.0319	1644.07	-20.3374
1g7b_2	-111.8376	-85.1345	-68.9196	1610.48	-25.8911
1uz9_2	-78.55426	-109.921	-46.9422	1151.37	-9.62786
1j73_1	-117.4192	-127.666	-69.1776	1600.81	-22.7084
3p33_3	-93.2685	-136.208	-49.7178	1379.8	-16.3091
2omg_3	-69.75986	-92.8143	-39.8538	1140.47	-11.3432
2omi_4	-80.3137	-121.89	-43.2919	1259.55	-12.6438
2omh_3	-68.14215	-97.0757	-40.7435	1120.28	-7.98351
2om1_9	-82.0469	-106.993	-48.8755	1302.91	-11.7728
4f1f_1	-140.4722	-150.075	-81.5482	1875.02	-28.909
4f1d_1	-136.1532	-150.945	-76.9605	1907.9	-29.0037
4f1g_1	-140.3072	-161.39	-79.0571	1900.78	-28.9721
4f1a_1	-141.1454	-122.8	-85.3006	1875.2	-31.2848
4f1c_1	-138.7676	-160.522	-82.2547	1941.53	-24.4085
4f1b_1	-135.8347	-187.194	-77.0423	1920.03	-21.3536
4ak0_1	-127.9184	-131.253	-80.4914	1606.55	-21.1764
4akj_1	-96.4272	-194.714	-43.5564	1281.24	-13.928
1xda_3	-91.1858	-174.002	-42.2897	1238.79	-14.0957
4ex1_1	-142.5854	-131.735	-84.6873	1863	-31.5511
4ex0_1	-141.322	-130.328	-86.9793	1853.43	-28.2771
4exx_1	-136.4921	-140.452	-82.2641	1824.31	-26.1376
3exx_1	-133.7555	-151.715	-79.0586	1862.2	-24.3539
3i40_1	-116.4061	-133.575	-75.2044	1520.66	-14.4867
3zqr_4	-70.12778	-145.333	-37.993	1241.49	-3.06818
2oly_4	-79.4577	-107.351	-43.5814	1234.96	-14.4061
2olz_3	-93.6987	-189.042	-42.9288	1332.75	-12.9615
4fka_1	-132.8689	-153.018	-76.5839	1851.4	-25.6814
1htv_2	-120.8838	-63.3605	-69.725	1558.15	-38.4867
1mso_2	-108.8477	-83.7765	-71.3963	1610.14	-20.6961
3ilg_2	-105.15924	-71.8532	-73.548	1616.6	-17.2406
4ewx_1	-135.4728	-114.678	-82.2456	1876.71	-30.2916
4eww_1	-139.6746	-205.353	-72.7254	1834.06	-25.8786
4ewz_1	-139.7641	-145.462	-87.1168	1857.74	-23.5549
1znj_4	-79.96364	-123.271	-45.6119	1338.85	-9.69754
4ajz_1	-128.2584	-184.188	-68.6378	1574.45	-22.783
4ajx_2	-97.5161	-129.949	-56.6134	1333.33	-14.9129
1qiy_4	-96.7109	-117.934	-53.4714	1307.29	-19.6527
1qiz_4	-82.2138	-103.197	-45.381	1260.07	-16.1934
3bxq_1	-139.4822	-187.746	-81.1795	1913.17	-20.7535
2vk0_1	-106.7622	-119.261	-67.9127	1579.2	-14.9973
4iuz_1	-110.4784	-116.392	-75.6878	1695.88	-11.5122
4efx_2	-113.5161	-135.448	-69.2536	1571.97	-17.1729
1rwe_1	-115.6925	-112.76	-70.6511	1575.78	-22.4894
4eyd_1	-141.3822	-133.182	-84.0077	1879.22	-30.7381
4ey9_1	-137.6284	-137.929	-81.6291	1880.93	-28.4135
4eyp_1	-143.7041	-156.095	-85.0527	1849.57	-27.4324
4eyn_1	-136.7517	-142.046	-80.7328	1847.47	-27.6097
4ey1_1	-134.7491	-117.837	-81.4232	1836.19	-29.7585
3w7y_2	-109.0057	-125.292	-68.1528	1654.94	-15.7945
3w7z_2	-107.97696	-87.1748	-75.5776	1697.53	-14.9644
2ceu_1	-86.54662	-42.3351	-59.1941	1275.07	-18.8855
2w44_2	-107.3664	-140.141	-57.9327	1314.23	-21.4055
2o6v_2	-81.97842	-177.819	-44.738	1534.46	-1.67662
1n18_1	-88.91062	-59.3041	-60.9555	1467.02	-16.0943
3dvi_1	-127.35104	-56.1032	-66.3455	1480.3	-49.7849
2b11_1	-99.24498	-386.725	-26.9875	1284.58	5.08752
3ugb_1	-75.64984	-71.5952	-46.6918	1268.34	-14.639
4fqo_1	-257.3751	-192.048	-121.901	2822.9	-97.0645
3oy8_1	-89.7291	-273.231	-46.5729	1239.62	11.49
3dcg_2	-176.2544412	-268.198	-100.432	2222.93	-22.2066
1mkk_1	-176.43946	-98.3668	-113.875	2631.57	-42.8911
8cho_1	-132.7758	-223.215	-79.7558	2194.98	-8.377
2vlo_2	-164.3283	-367.346	-64.0445	1624.1	-26.8146
2h2k_1	-281.2274	-474.46	-133.828	3465.73	-52.5074
1rop_1	-179.1218	-210.463	-104.158	2811.27	-32.8712
1yar_8	-209.5093	-532.654	-109.137	2817.38	6.1585
2nwg_1	-112.53585	-167.962	-77.3047	2015.27	-1.63875
1eqt_1	-127.56858	-85.5464	-77.3625	1578.23	-33.0968
2q91_1	-242.9941	-222.31	-122.511	3082.14	-76.0211
1myl_1	-229.0481	-219.849	-128.162	3287.16	-56.9163
1dok_1	-138.19036	-217.293	-88.4145	1968.94	-6.31726
2x6g_1	-122.5514	-138.195	-66.9261	1517.05	-27.9863
2xj3_1	-127.84018	-50.6999	-76.219	1736.91	-41.4812
4fyi_1	-207.8761053	-65.2998	-153.625	2884.57	-41.2526
1ci4_1	-156.7631	-360.58	-61.1248	1518.65	-23.5223
1qe6_1	-140.31266	-395.689	-69.3934	2008.5	8.21854
1f9q_1	-111.4153	-171.961	-62.2052	1730.44	-14.8179
2izx_1	-153.2612	-323.755	-67.2505	2131.29	-21.2597
3lr2_1	-195.26313	-470.036	-96.091	3082.16	-5.16493
1r1v_1	-315.1439	-483.761	-131.177	3361.51	-87.2147
2y21_1	-104.3518	-197.211	-54.883	1766.91	-10.0266
1dcd_1	-107.15425	-104.748	-85.9518	1494.2	-0.25285
3kmt_1	-149.4489	-177.189	-80.4555	2196.43	-33.5556
2hz5_1	-191.9127124	-362.289	-97.8946	2571.16	-21.5791
3wbm_2	-87.38123	-189.087	-46.7829	1477.72	-2.78093
1ail_1	-128.3133	-172.368	-76.5782	2141.04	-17.2615
3mi7_1	-156.36956	-91.4723	-81.9024	1890.75	-56.1727
1q4r_1	-224.9094	-210.243	-141.729	3224.34	-41.1318
3nxa_1	-234.2086696	-145.017	-131.109	3275.02	-74.1197
3ipf_1	-98.02639	-125.916	-71.6703	1736.33	-1.17289
1pcf_1	-220.9618	-274.697	-123.641	3087.85	-42.3814
3zoq_2	-131.22772	-396.666	-42.8455	1417.2	-9.04902
2wtt_1	-182.8141	-215.076	-105.978	2372.2	-33.8209
3im4_1	-204.2345	-315.041	-113.747	2764.2	-27.4793
3zwh_3	-175.011	-272.058	-84.0094	2259.89	-36.59
3h8k_1	-191.154	-456.84	-71.8345	2266.12	-27.9515
3c1v_1	-245.6966	-255.139	-117.115	2957.52	-77.5538
1m1f_1	-199.2385294	-353.284	-102.455	2679.62	-26.1496
3gw2_1	-141.73558	-157.403	-100.456	2737	-9.79898
2xcj_1	-104.7066	-79.534	-71.8778	1886.21	-16.922
1r7j_1	-146.2888	-214.625	-67.0232	2072.61	-36.3406
1huu_1	-241.27978	-68.1684	-145.519	3664.91	-82.1271
3ibw_1	-96.2743	-192.865	-69.1372	1540.61	11.4359
3n52_2	-100.89175	-51.5471	-81.0913	1872.75	-9.49103
1zv1_1	-180.4519	-361.806	-72.343	2551.77	-35.7477
3ft7_1	-261.6071	-144.317	-158.165	3502.65	-74.5787
2q79_1	-135.3105048	-72.0677	-80.4674	1624.2	-40.4585
2izy_1	-167.5729	-385.906	-63.9969	2210.5	-26.3948
1ciq_1	-135.9956	-157.959	-90.7077	1915.75	-13.6961
1v6d_1	-100.22061	-219.842	-63.021	1967.88	6.76879
3s1h_1	-92.3928001	-227.422	-50.0057	1631.45	3.02249
1rss_1	-106.4081034	-110.854	-62.3245	1412.72	-21.9611
1s1t_3	-190.1838183	-753.42	-45.7899	2202.52	6.24511
4fq2_2	-74.81972	-153.422	-42.6581	1436.1	-1.47722
3fql_1	-153.5794987	-232.219	-88.2684	2389.92	-18.8812
1nwk_1	-143.7803784	-366.546	-51.8708	1572.9	-18.6082
1rfj_1	-153.7324	-582.638	-41.0234	1707.31	3.8186
1bxe_1	-114.8135	-191.127	-53.3057	1453.02	-23.2824
1k74_2	-103.5353	-119.014	-59.1697	1534.95	-20.5628
3s9h_1	45.764	-347.466	-63.3508	2395.29	178.608
4nt0_2	-58.4062265	-290.159	-44.9265	1325.95	44.538
1rf9_1	-81.7738	-226.632	-50.1457	1563.76	13.6983
4b9v_1	-96.6259	-237.557	-60.3631	1628	11.2486
3ma3_1	-95.3840415	-156.185	-45.1344	1347.28	-19.0667
2nwn_2	-67.3465273	-101.087	-50.6297	1399.57	3.45813
4e99_1	-178.826378	-399.699	-63.2223	2638.01	-35.8442
1s8j_1	-93.3539799	-32.5467	-39.9352	1558.63	-46.9687
2wfz_2	-98.9695	-370.018	-43.3556	1833.88	18.3897
4ful_1	88.08015	-93.3125	-57.3151	1629.7	162.207
2nwj_1	-62.9343691	-166.725	-56.1051	1746.04	26.4946
3m7r_1	-103.7926	-152.287	-61.862	1566.01	-11.4732
1smd_1	-80.26877	-256.032	-30.0838	1429.62	1.02143
3k0o_1	-81.016	-143.692	-74.1675	1795.96	21.8899
1ats_1	-85.6132	-406.646	-38.6972	1696.93	34.4132
2b1p_1	-74.614923	-278.59	-43.3028	1567.26	24.2921
3w2s_1	-60.08795179	-134.607	-37.7186	1451.96	4.54556
1fqb_1	-101.3309	-558.765	-18.7915	1585.03	29.2136
3v6q_1	-119.0046	-171.823	-50.6143	1760.89	-34.0257
1nwz_1	-104.9027	-249.077	-41.8603	1332.17	-13.227
1ft1_2	-240.8966	-586.221	-84.1611	2711.6	-39.4913
2orp_1	-113.659259	-156.734	-74.4754	2046.97	-8.03834
3r63_1	-122.9296326	-57.962	-58.6802	1522.23	-52.697
1tsy_2	-126.616	-309.917	-50.4098	1698.07	-14.2228
3mxx_1	-92.50426	-182.73	-48.9718	1316.51	-6.98646
3otu_1	-72.4333048	-258.805	-52.5088	1558.01	31.8201
4o3r_1	-136.0239945	-217.559	-63.5247	1906.2	-29.0133
1eqm_1	-114.4468	-150.466	-52.9724	1344.19	-31.3812
3wa2_2	-60.8712	-121.495	-56.8271	1575.31	20.2549
3mkd_2	-103.58414	-84.2312	-54.3501	1491.73	-32.3878
4kqu_2	-107.7157752	-273.113	-46.1829	1677.96	-6.94152
3ffa_1	-106.2172	-324.973	-52.2561	1652.42	11.0335
4oih_2	-121.9949	-163.013	-52.8128	1488.79	-36.5795
4elc_2	-93.703	-213.277	-36.724	1617.53	-14.3236
3be9_1	-116.4495	-462.647	-49.8549	1607.17	25.9348
2vcm_1	-125.2505	-196.476	-64.1261	1635.8	-21.8292
2jgy_2	-91.7375447	-214.366	-43.3454	1319.63	-5.5354
1pzt_1	-110.1212	-363.265	-54.8781	1508.15	17.4099
3u9y_2	-84.61310686	-28.1798	-46.5621	1429.12	-32.4227
3dfc_1	-121.3356546	-445.972	-48.8362	1431.1	16.6848
3cly_1	-165.4122063	-361.653	-83.356	2102.23	-9.74065
4ap4_3	-88.60588	-93.0544	-49.2953	1310.4	-20.6997
2rfh_1	-72.8019	-172.984	-48.6615	1487	10.4564
1b2h_1	-92.25582	-357.264	-26.1986	1564.77	5.39558
2xk9_2	-129.1230865	-308.691	-41.7054	1494.94	-25.7012
1rdr_1	-128.289324	-256.35	-55.6871	1360.83	-21.5947
1qpc_1	-127.04396	-371.903	-55.7851	1905.12	3.12174
3nw6_3	-86.07968	-89.2199	-52.9704	1268.05	-15.2653
7atj_1	-84.6314	-115.47	-40.6396	1350.29	-20.8978
3km8_1	-125.4388	-298.533	-38.1404	1307.98	-27.5918
4ou1_1	-94.8541	-307.264	-53.0492	1525.1	19.6479
3fqs_1	-76.900418	-170.494	-41.0481	1467.54	-1.79796
1zpb_1	-57.5247	-155.295	-41.2034	1386.85	14.7377
1grn_2	-86.92419	-233.076	-47.08	1522.99	6.77101
3m6f_1	-109.0177	-474.374	-37.5479	1538.22	23.405
1zjh_3	-115.4384	-135.404	-43.5476	1477	-44.81
1o6k_2	-119.7141705	-458.401	-40.4736	1579.56	12.3809
1dpf_2	-50.06767	-10.4624	-43.7109	1177.79	-4.26429
1eto_2	-100.9214737	-307.683	-46.31	1510.33	6.878
2xyu_1	-108.4707729	-384.275	-49.3636	1504.46	17.6743
3jzb_1	-82.23912	-147.388	-43.8847	1475.2	-8.87682
2bg6_2	-72.648	-164.46	-58.5481	1328.35	18.7921
2x13_1	-37.0253846	-172.059	-51.6953	1889.74	49.0644
3o4p_1	-118.4339	-224.994	-54.7112	1531.41	-18.7239
2p2h_1	-45.32522246	-98.1609	-69.8005	1348.16	44.102
3m6h_1	-90.72927	-179.481	-63.2044	1600.67	8.37133
3fli_1	-72.1902255	-93.473	-53.9468	1400.67	0.436631
1v18_2	-141.8188832	-146.135	-66.5383	1856.12	-46.072
2jck_2	-156.1587	-581.416	-50.6917	1862.71	10.8162
1x06_2	-115.36452	-358.195	-37.5612	1676.34	-6.16432
2rk8_4	15.78684882	-193.762	-47.469	1370.18	102.003
4oyb_2	-136.086	-204.769	-51.265	1435.27	-43.8672
4bvp_2	-100.51994	-104.474	-76.4765	1665.81	-3.14864
2w3t_1	-141.6249	-404.95	-33.5306	1398.6	-27.1043
2p2y_2	-69.2946	-215.377	-45.2996	1557.79	19.0804
4h4p_2	-21.594	-103.811	-55.2857	1863.22	21.8531
1wal_2	-63.0392	-147.2	-44.2595	1501.62	10.6603
3si2_1	-127.4464619	-177.75	-52.9641	1560.12	-39.0126
1oxg_1	-89.261064	-116.642	-68.579	1872.07	2.48383
4fq4_1	21.6505	-271.16	-30.9775	1450.14	106.86
2xhm_1	-19.163	-198.523	-48.4821	1375.14	69.0237
2xy9_1	-76.7450278	-127.123	-48.5497	1624.28	-2.84146
3wgt_2	-43.0769	-102.367	-49.7261	1434.45	27.1226
2w23_1	-98.63796	-60.1723	-50.8641	1233.12	-35.7394
3hb4_2	-114.229	-165.257	-41.8142	1356.97	-39.3634
1e5j_1	-100.5587	-242.313	-31.6429	1320.19	-20.4532
2g1k_1	-91.88684	-93.7607	-59.0804	1304.48	-14.0543
3b9e_1	-144.1134559	-332.741	-147.524	3113.24	69.943
1btc_1	-72.71541	-139.902	-50.2767	1434.9	5.54169
3ot9_2	-97.9737	-521.68	-47.1063	1851.64	53.4686
4i29_1	-63.9369002	-178.914	-51.7368	1421.43	23.5661
1pax_1	-106.52588	-357.186	-44.3482	1837.58	9.25952
4bv3_1	-108.0042	-112.198	-67.219	2304.5	-18.3456
1fcz_1	-110.4172	-421.3	-35.5815	1583.18	9.4243
1t15_1	-94.20751	-186.857	-54.6042	1432.2	-2.23191
3kku_1	-87.85378	-41.8529	-63.8089	1305.34	-15.6743
1acv_2	-73.3586	-231.427	-47.3601	1394.79	20.2869
2cho_2	-113.766309	-298.401	-36.0215	1695.38	-18.9338
2y1e_2	-141.0948	-291.94	-64.7811	2050.47	-17.9257
3phm_1	-131.81592	-97.2436	-55.2224	1497.1	-57.1448
1ytw_1	-76.73571	-150.937	-51.414	1861.3	4.86569
3rmw_2	-93.252252	-102.438	-53.2847	1523.06	-19.6869
1bi0_1	-146.17378	-345.804	-72.4869	1973.22	-4.65509
1w3y_1	65.0031	-259.251	-80.7827	2367.65	197.636
3mw0_2	-71.304734	-82.3153	-55.5774	1956.39	0.735726
4ben_3	-59.02216	-65.0043	-31.661	1204.38	-14.3603
3o1d_1	-104.1850799	-170.79	-68.1669	1886.69	-1.89766
1ffh_2	-90.7967	-161.088	-39.026	1649.38	-19.5531
3l2a_1	-130.3465	-325.557	-53.6782	1721.84	-11.5569
3kmq_1	-81.878	-315.069	-44.1735	1462.03	25.3093
4ot6_1	-99.0864	-162.761	-49.695	1431	-16.8392
1tib_1	-61.31494	-44.8577	-41.3238	1435.48	-11.0196
3hq5_1	-100.1980483	-341.572	-47.163	1857.29	15.2587
3p8f_2	-78.75178	-139.51	-48.7565	1544.36	-2.09328
3b0h_1	-113.33638	-274.191	-56.3842	1956	-2.11398
3pbt_1	-109.3615465	-157.65	-62.196	2025.38	-15.6441
1po5_2	-123.91519	-412.46	-39.5913	1574.62	-1.83189
3mwa_3	-52.9512	-221.545	-48.5827	1518.44	39.9405
1lrm_1	-121.41242	-371.277	-57.149	2029.6	9.99198
1c3d_1	-122.5221	-442.107	-44.607	1581.64	10.5063
4bvn_1	-139.6019002	-104.48	-57.0427	2020.25	-61.6918
3w2x_1	-95.4467	-385.829	-50.0241	1450.76	31.7432
3pdh_1	-47.8913112	-185.769	-58.265	1439.69	47.497
2y1p_1	-161.3951	-289.512	-64.7002	1932.32	-38.7925
3i8r_2	-102.11301	-312.798	-40.9411	1533.93	1.38769
3m0b_1	-80.1582	-217.894	-50.6637	1474.78	14.0843
1m47_1	-68.3462457	-45.4727	-41.9742	1323.73	-17.317
3hak_1	-114.2411	-175.876	-51.928	1555.09	-27.1379
1acc_1	-160.13827	-483.53	-85.4905	2963.69	21.0361
4n3b_3	-72.7518826	-167.809	-50.3299	1453.56	11.0905
1k4t_1	-85.5526	-133.494	-38.1758	1614.78	-20.678
4og4_1	-116.770814	-358.258	-76.0837	2186.84	30.9016
1pcm_1	-113.44495	-346.267	-53.455	1796.04	9.26345
4m2l_1	-108.869622	-288.011	-53.5525	1643.04	1.96976
4l7p_1	-85.9619614	-115.693	-59.3321	1823.53	-3.50431
1hvb_1	-121.20393	-389.159	-48.1161	1703.41	4.74397
2b21_1	-221.97618	-431.878	-97.4741	3131.13	-38.2462
3vi8_1	-121.8113058	-290.203	-57.4668	1680.91	-6.35262
2oyb_1	-40.6721	-315.017	-43.2572	1687.79	65.5885
3o3t_1	-134.9771	-422.104	-67.0577	2013.24	16.5014
2b29_1	-91.7065	-314.438	-44.8787	1648.49	16.0598
1g9b_1	239.8574	-476.802	-49.4942	1841.48	384.712
2z3y_2	-124.81465	-453.344	-28.348	1405.98	-5.79785
1qsl_1	-163.3874804	-357.444	-80.5808	2741.83	-11.3502
3m4y_1	-95.4938518	-226.929	-45.5679	1666	-4.57657
4eqz_1	-131.155736	-321.156	-49.0464	1767.57	-17.8936
4b7d_1	-130.94992	-492.45	-29.2642	1718.72	-3.19572
1wno_3	-50.7498	-159.122	-49.6036	1487.07	30.6782
3pgu_1	-188.223776	-257.42	-80.7487	2276.08	-56.3541
2bu6_2	-76.799238	-114.011	-55.2239	1858.95	0.96647
2zfm_1	-95.0601783	-312.431	-50.9211	1599.37	18.2671
3h84_4	-91.5475406	-423.463	-30.2589	1274.79	23.3849
4e5w_2	-97.8735181	-482.892	-46.9674	2042.19	45.5742
3i8u_1	-121.90833	-356.357	-51.9725	1811.41	1.33557
2xwc_1	-132.9340984	-275.922	-76.6097	2190.14	-1.15883
1up1_1	-102.276312	-262.52	-51.4192	1574.57	1.62631
1euo_1	-89.0257	-296.679	-44.9515	1544.58	15.2616
4hb4_3	35.3802	-473.936	-52.1946	2311.53	182.362
3b2p_1	-102.7459	-322.283	-83.0094	2593.25	44.7201
1n0u_1	34.7336028	-560.341	-25.9457	1718.25	172.689
3hvo_1	-70.58644543	-246.285	-58.9802	1980.7	37.6475
1p7p_1	-91.56649	-213.416	-44.9785	1365.14	-3.90479
1aop_1	-101.619308	-399.412	-26.7574	1409.03	4.87005
1vjy_1	-133.5140515	-166.222	-64.6667	1502.72	-35.6198
2zpy_1	-146.2728	-474.829	-36.6284	1610.26	-14.6786
3o3r_1	-77.3204	-214.852	-50.7428	1254.97	16.3928
3o2l_1	-102.84858	-62.7899	-46.7094	1357.54	-43.5812
3nbv_3	-124.4626	-312.151	-46.1507	1424.28	-15.8817
2xa5_1	-95.39539	-292.565	-46.0608	1490.95	9.17841
2xik_1	-90.51175	-219.428	-48.8958	1403.46	2.26965
4j6t_2	-59.3578	-125.361	-46.4949	1419.28	12.2093
4j3d_2	-79.0445763	-268.127	-51.9306	1518.25	26.478
2zps_1	-139.8929	-159.713	-73.6272	2115.03	-34.3231
1ipb_1	-83.04856	-149.238	-44.8084	1502.66	-8.39256
2eug_1	-93.85308	-213.763	-44.7607	1548.77	-6.33978
1i6w_1	-146.1305	-231.555	-63.2352	1760.41	-36.5843
3q44_1	-40.0693	-447.544	-38.9958	1573.82	88.4353
3wax_1	-114.946607	-374.278	-41.7319	1877.89	1.37018
2vas_2	-104.188157	-370.388	-57.9048	2031.39	27.3817
1mw8_1	-80.744487	-221.481	-33.1392	1613.04	-3.59669
3rgn_1	-105.810969	-41.0952	-42.2158	1458.19	-55.4873
4b1i_1	-110.43826	-330.275	-46.419	1669.69	2.03574
2qxf_1	-117.51726	-308.079	-53.4605	1566.9	-3.08785
1tpl_4	-65.776841	-124.197	-47.2798	1571.51	6.03922
1e9x_1	-135.7297	-270.047	-32.0563	1342.29	-49.664
3jpx_1	-171.0639	-362.411	-79.4798	2352.11	-19.1019
2ay7_2	-94.1915	-291.422	-54.7936	1792.15	18.8865
1u6e_2	-71.76162	-168.226	-40.5857	1392.41	2.46928
1mau_2	-128.1837	-343.351	-49.0442	1590.41	-10.4693
2nw6_1	-87.7505374	-0.514187	-48.8335	1668.09	-38.8142
4gfo_2	-133.8852484	-165.851	-65.3264	1570.91	-35.4302
3m73_2	-74.1309	-107.044	-71.1329	1782.76	18.4108
2h03_1	-138.6981	-260.443	-73.9162	2011.6	-12.6933
2og1_2	-99.31857	-339.786	-39.5779	1675.38	8.21653
1izn_4	-68.76796	-34.9343	-47.5152	1327.33	-14.2659
1nli_1	-100.9322	-361.596	-55.314	1943.74	26.701
3jvm_2	-106.8622	-163.166	-53.0919	1312.55	-21.1371
1cza_2	-108.7145	-396.928	-66.7852	2434.04	37.4563
1fck_1	-142.0782	-379.411	-41.7692	1803.46	-24.4268
2hu7_2	-147.8031	-301.113	-81.9244	2419.97	104.75
4e5d_1	-145.4306906	-517.247	-50.2219	2098.83	8.14331
2ym1_1	-95.62658	-161.918	-59.5977	2028.54	-3.64528
3tpd_1	-110.125301	-248.991	-41.6014	1457.91	-18.9896
2r2n_3	-88.5568	-163.523	-40.0386	1457.3	-15.8136
3qgc_1	-160.843	-396.217	-74.6163	2006.8	-6.9833
4cg8_2	-89.5083794	-253.258	-28.8748	1259.18	-9.99541
1onh_1	-62.235	-149.21	-54.2446	1668.89	21.8516
1tlo_1	-77.9614	-101.993	-55.3669	1486	-2.1959
4fcw_2	-127.413022	-551.686	-73.3019	2670.53	56.1156
4lh6_1	-52.4529	-109.992	-48.9169	1668.66	18.4624
4hvd_1	-114.136446	-246.778	-64.2646	1971.01	-0.755138
2o3z_1	-98.10574	-228.614	-59.4787	1682.13	7.09576
3n9u_2	-101.8635	-103.667	-62.6062	1494.91	-18.5239
1pbv_1	-108.9768	-311.716	-50.7942	1410.04	4.1606
4eqk_1	-100.1332	-247.804	-55.891	1725.89	5.3186
1j7d_2	-110.5056	-241.396	-47.013	1476.85	-15.2134
1v8i_2	-122.1219389	-507.275	-49.9113	1490.29	29.193
1top_1	-141.1011	-65.0175	-84.693	2243.81	-43.4046
3zhl_1	-64.28544	-23.891	-51.2989	1297.45	-8.20834
1e18_1	-81.21543	-196.954	-46.755	1754.67	4.93037
4h0w_1	-78.51696	-181.321	-37.8663	1351.99	-4.38646
1n1v_1	-89.81107137	-310.549	-68.8925	1872.07	41.1818
2h3w_1	-89.94347	-269.894	-33.0058	1645.69	-2.95887
